reg,timestamp,valor
304,1684747459576,23.5
305,1684747168748,24.0
306,1684746878004,23.5
307,1684746587192,24.25
308,1684745714734,24.0
309,1684745423951,23.75
310,1684745133264,24.0
311,1684744842592,24.25
312,1684744261176,24.0
313,1684743679872,23.75
314,1684743098308,24.25
315,1684742807494,24.0
316,1684742516571,24.25
317,1684741934754,24.0
318,1684741353954,24.25
319,1684741061185,23.5
320,1684740770346,24.25
321,1684740479688,24.5
322,1684739899395,24.0
323,1684739607524,24.25
324,1684739305702,24.5
325,1684739014883,23.75
326,1684738724178,24.0
327,1684738142755,24.25
328,1684737851948,24.0
329,1684737270111,24.25
330,1684736979249,24.0
331,1684736397849,24.5
332,1684736106956,24.0
333,1684735816293,23.75
334,1684735525406,24.5
335,1684734943828,24.0
336,1684734652905,24.25
337,1684734071544,24.0
338,1684733781759,23.75
339,1684733487855,24.25
340,1684733197020,24.5
341,1684732906317,24.0
342,1684732615583,24.25
343,1684732033895,24.0
344,1684731743238,24.25
345,1684731452661,24.5
346,1684731160952,23.75
347,1684730870107,24.5
348,1684730579116,24.0
349,1684730288403,24.25
350,1684729997620,24.5
351,1684729706809,23.75
352,1684728834378,24.5
353,1684728543550,24.0
354,1684728252915,24.25
355,1684727962327,24.0
356,1684727672611,24.25
357,1684727377744,24.5
358,1684726796110,24.0
359,1684725921776,24.5
360,1684725631295,24.0
361,1684725340519,24.5
362,1684725049525,24.25
363,1684724759747,24.0
364,1684724466384,24.25
365,1684724175557,24.5
366,1684723884562,24.0
367,1684723593709,24.25
368,1684723012087,23.75
369,1684722430783,24.5
370,1684721849121,24.25
371,1684721558449,23.75
372,1684721267659,24.75
373,1684720977008,24.5
374,1684720686357,24.0
375,1684720395463,24.25
376,1684720104602,23.75
377,1684719523155,24.0
378,1684718650883,24.25
379,1684718360059,24.5
380,1684718069253,24.25
381,1684717778779,24.75
382,1684717487930,24.5
383,1684717197051,24.0
384,1684716906126,24.75
385,1684716615503,24.0
386,1684716324713,24.25
387,1684716033941,24.75
388,1684715743271,24.5
389,1684715451532,24.75
390,1684715162773,24.5
391,1684714872100,24.75
392,1684714581432,24.25
393,1684713127870,24.75
394,1684712837431,24.0
395,1684712546557,23.75
396,1684711964873,24.5
397,1684711674226,24.75
398,1684711383512,24.5
399,1684709641227,24.75
400,1684709347440,24.5
401,1684708764432,24.75
402,1684708473642,25.0
403,1684708182821,24.75
404,1684707892241,24.0
405,1684707601314,25.0
406,1684707310465,24.5
407,1684707019703,24.0
408,1684706730188,24.75
409,1684706436583,23.75
410,1684706145738,24.25
411,1684705854212,24.5
412,1684705274442,24.75
413,1684704983519,24.0
414,1684704694032,25.0
415,1684704399405,24.75
416,1684704110689,24.5
417,1684703530097,24.75
418,1684703236432,24.25
419,1684702945724,25.0
420,1684702365308,24.5
421,1684702071559,24.75
422,1684701780782,24.0
423,1684699160265,24.75
424,1684698870265,24.5
425,1684697995513,24.75
426,1684697413898,24.5
427,1684697124025,25.0
428,1684696830755,24.75
429,1684696539798,24.25
430,1684696249004,25.0
431,1684695958477,24.5
432,1684695087239,25.0
433,1684694797517,24.5
434,1684694503889,24.75
435,1684693922722,25.0
436,1684693632195,24.75
437,1684692176296,25.0
438,1684691594586,25.25
439,1684691303737,24.75
440,1684691013008,25.0
441,1684690431724,24.75
442,1684690140923,25.0
443,1684689850115,25.25
444,1684689559319,25.0
445,1684689268502,25.25
446,1684688977776,25.0
447,1684688396056,25.25
448,1684688106242,25.5
449,1684687812882,25.25
450,1684686940759,25.5
451,1684686650095,25.25
452,1684686359545,25.75
453,1684686068788,25.5
454,1684685778072,25.0
455,1684684905486,25.5
456,1684684614782,25.25
457,1684684324083,25.5
458,1684684033310,25.25
459,1684683742569,25.75
460,1684683451747,25.5
461,1684682865459,25.75
462,1684682574904,25.5
463,1684682283182,25.75
464,1684681994437,25.5
465,1684681704714,25.75
466,1684681121653,25.5
467,1684680827799,25.25
468,1684679955413,25.0
469,1684679664808,24.75
470,1684679083400,25.0
471,1684678792739,24.75
472,1684678501902,25.5
473,1684678211064,25.0
474,1684677920346,25.25
475,1684677629660,25.0
476,1684677339110,25.5
477,1684677048637,25.0
478,1684676758010,25.5
479,1684676467206,25.25
480,1684676176481,24.75
481,1684675888353,25.0
482,1684675587033,25.25
483,1684675296236,25.5
484,1684675006236,25.0
485,1684674712926,25.25
486,1684674422255,24.75
487,1684674132166,25.5
488,1684673255679,25.0
489,1684672964882,24.75
490,1684672675327,25.25
491,1684672083716,25.0
492,1684671792857,24.5
493,1684670630149,25.0
494,1684670339518,24.5
495,1684670049902,25.0
496,1684669755588,24.75
497,1684669173825,25.0
498,1684668882937,24.5
499,1684668592331,25.0
500,1684668301623,24.5
501,1684667720181,24.75
502,1684667138861,25.0
503,1684666848192,24.75
504,1684666266628,25.0
505,1684665976026,24.75
506,1684664813294,25.0
507,1684664522539,25.25
508,1684664231810,24.75
509,1684663650178,25.25
510,1684663359555,24.75
511,1684663069823,25.25
512,1684662485267,25.0
513,1684662194367,25.25
514,1684661612762,25.0
515,1684661322000,24.5
516,1684661031407,25.5
517,1684660741444,25.25
518,1684659865309,25.0
519,1684659574491,25.5
520,1684659283796,25.0
521,1684658994312,25.5
522,1684658410148,25.25
523,1684657828566,25.5
524,1684656956571,25.25
525,1684656665683,25.5
526,1684656085599,25.25
527,1684655790948,25.0
528,1684655500157,25.25
529,1684655206380,25.0
530,1684654043908,25.5
531,1684653753171,25.25
532,1684653462321,25.5
533,1684653172617,25.0
534,1684652586884,25.5
535,1684652296136,25.0
536,1684652005492,25.25
537,1684651714963,25.5
538,1684651424196,25.0
539,1684650842593,25.25
540,1684650261466,25.5
541,1684649970737,25.75
542,1684649089795,25.25
543,1684648799074,25.5
544,1684648218019,25.25
545,1684647927287,25.75
546,1684647636694,25.5
547,1684647347097,25.0
548,1684647053545,25.25
549,1684646762757,25.5
550,1684646472018,25.75
551,1684646181156,25.0
552,1684645599450,25.5
553,1684645308817,25.25
554,1684645018040,25.0
555,1684644727317,25.5
556,1684644436598,25.75
557,1684643562586,25.5
558,1684642979673,25.0
559,1684642398370,25.75
560,1684642107858,25.25
561,1684641818297,25.75
562,1684641525907,25.25
563,1684641232226,25.75
564,1684640941611,25.5
565,1684639197941,25.75
566,1684638906334,25.25
567,1684638615828,25.5
568,1684638034207,25.75
569,1684637744524,25.5
570,1684636577070,25.75
571,1684636286561,25.5
572,1684635995831,25.75
573,1684635705184,25.5
574,1684634828134,25.75
575,1684634537168,25.5
576,1684634246275,25.25
577,1684633372641,25.75
578,1684633081915,25.5
579,1684632791125,25.25
580,1684632500296,25.75
581,1684632209393,25.25
582,1684631917804,25.5
583,1684631628962,26.0
584,1684631338439,25.75
585,1684631047510,25.25
586,1684630466089,26.0
587,1684629884611,25.75
588,1684629593744,26.25
589,1684629012158,26.0
590,1684628721567,26.25
591,1684628430818,25.25
592,1684628141180,25.5
593,1684627847314,25.75
594,1684627557682,25.25
595,1684627263744,26.25
596,1684626388335,26.0
597,1684626098632,25.75
598,1684625805200,25.5
599,1684625514368,26.0
600,1684625222913,25.25
601,1684624935170,26.25
602,1684624641547,25.5
603,1684624350735,26.25
604,1684624059879,25.75
605,1684623185606,26.25
606,1684622894781,25.5
607,1684622605190,25.75
608,1684622311802,26.25
609,1684622022068,26.0
610,1684621437626,26.25
611,1684621147709,25.75
612,1684620854514,26.25
613,1684620563879,26.5
614,1684620273116,27.0
615,1684619982266,25.75
616,1684619691440,26.25
617,1684619400698,26.5
618,1684619109935,26.0
619,1684618819253,27.0
620,1684616782784,26.5
621,1684616491957,26.75
622,1684616201176,26.5
623,1684615910475,26.0
624,1684615620922,26.5
625,1684615327435,26.25
626,1684613872072,26.5
627,1684613581424,26.25
628,1684613290666,26.5
629,1684612709322,26.25
630,1684612418642,26.0
631,1684612127839,25.75
632,1684611546560,26.5
633,1684611255761,25.5
634,1684610966170,25.75
635,1684610672496,26.25
636,1684610381719,25.5
637,1684610091066,26.0
638,1684609800405,26.25
639,1684609509662,26.0
640,1684609219221,26.25
641,1684608928577,26.0
642,1684608637944,25.75
643,1684608347257,25.5
644,1684608057424,26.0
645,1684607763875,25.75
646,1684607473360,26.0
647,1684607182837,25.75
648,1684606892176,25.5
649,1684606601427,25.25
650,1684606310792,26.0
651,1684606020228,25.75
652,1684605729485,25.5
653,1684605438675,25.75
654,1684605147794,25.5
655,1684604857224,25.75
656,1684604565755,25.0
657,1684604275993,26.0
658,1684603987208,25.75
659,1684603115171,25.5
660,1684602824599,25.75
661,1684602241592,25.25
662,1684601950821,25.5
663,1684601660071,25.0
664,1684601369856,25.5
665,1684601080628,25.0
666,1684600199228,25.5
667,1684599615137,25.25
668,1684599324537,25.5
669,1684599034958,25.75
670,1684598741406,24.75
671,1684598450633,25.5
672,1684598160198,25.25
673,1684597869527,25.0
674,1684597288152,24.75
675,1684596997358,25.25
676,1684596706479,25.0
677,1684596415882,24.5
678,1684596125101,24.25
679,1684595834433,24.0
680,1684594962784,24.5
681,1684594672291,24.0
682,1684594381577,23.75
683,1684593800371,24.5
684,1684593510663,24.25
685,1684593217249,23.25
686,1684592926716,23.75
687,1684592345543,24.0
688,1684592055147,23.75
689,1684591764190,24.0
690,1684591183057,24.5
691,1684590601658,24.25
692,1684590311001,24.0
693,1684589728073,24.5
694,1684588854145,24.75
695,1684588272084,24.25
696,1684587983345,25.0
697,1684587692619,24.75
698,1684587401948,24.5
699,1684586528432,24.25
700,1684586237876,24.5
701,1684585947433,24.75
702,1684585656965,24.5
703,1684585366652,24.25
704,1684585075944,24.75
705,1684584494384,24.0
706,1684583622244,24.25
707,1684583331509,24.5
708,1684583040767,24.25
709,1684582168845,24.0
710,1684581878459,23.5
711,1684581587734,24.25
712,1684581296989,24.0
713,1684581006082,24.25
714,1684580715655,24.0
715,1684580424812,23.75
716,1684580134214,24.0
717,1684578971626,24.5
718,1684578381576,24.0
719,1684577800230,24.25
720,1684577510480,24.75
721,1684577216820,24.5
722,1684576343024,24.75
723,1684576052557,24.5
724,1684575762229,24.75
725,1684575470462,24.25
726,1684574889074,24.75
727,1684574307801,24.25
728,1684574017214,24.0
729,1684573726491,24.25
730,1684573435774,24.5
731,1684573145064,24.25
732,1684572855410,24.5
733,1684572562492,24.25
734,1684572271845,23.5
735,1684571981327,24.0
736,1684571690610,24.25
737,1684571109545,24.5
738,1684569656496,25.0
739,1684569358711,23.75
740,1684569068085,24.75
741,1684568486936,24.5
742,1684568196398,23.5
743,1684567905793,24.25
744,1684567615038,24.5
745,1684567324451,25.0
746,1684566743383,25.25
747,1684566452487,25.0
748,1684566162761,25.25
749,1684565869579,24.75
750,1684565579202,25.25
751,1684565288652,24.75
752,1684564707352,25.5
753,1684564416654,25.75
754,1684564125870,25.5
755,1684563835515,26.0
756,1684563255018,25.5
757,1684562963168,25.75
758,1684562379556,26.0
759,1684562090031,25.75
760,1684561796080,26.5
761,1684561214516,26.25
762,1684560340999,25.75
763,1684559759811,26.75
764,1684559470308,26.0
765,1684558593561,26.75
766,1684557721588,27.0
767,1684557138339,26.5
768,1684556847529,27.0
769,1684556556963,26.5
770,1684555685017,27.0
771,1684554814363,26.75
772,1684554519286,27.0
773,1684554225758,26.75
774,1684553935020,27.0
775,1684553644324,26.75
776,1684553353683,26.5
777,1684552771822,27.0
778,1684552481269,27.25
779,1684551899898,26.5
780,1684551318745,27.0
781,1684550446939,27.25
782,1684550156426,27.5
783,1684549864831,26.75
784,1684549576363,27.0
785,1684548704492,27.25
786,1684548123221,27.5
787,1684547832531,27.0
788,1684547542065,27.25
789,1684547251416,27.5
790,1684546379518,27.75
791,1684546088838,27.25
792,1684545507550,27.75
793,1684545216829,27.5
794,1684544927388,28.0
795,1684544633942,27.75
796,1684543762356,28.0
797,1684542890076,28.25
798,1684542308917,28.5
799,1684542018261,28.25
800,1684541727769,28.5
801,1684541437210,28.25
802,1684540565248,28.75
803,1684540274741,29.25
804,1684539984260,29.0
805,1684539402940,29.25
806,1684539112216,28.75
807,1684538822812,29.25
808,1684538238433,29.0
809,1684537947849,29.25
810,1684537657188,29.5
811,1684537366890,29.25
812,1684537076347,29.75
813,1684536494880,29.5
814,1684536204335,29.25
815,1684535041436,29.75
816,1684534454828,30.0
817,1684534161680,29.75
818,1684533871176,29.25
819,1684533289883,30.0
820,1684532999243,29.75
821,1684532707583,30.25
822,1684532418890,29.75
823,1684532128429,30.25
824,1684531837837,30.5
825,1684531547479,30.25
826,1684531257691,30.5
827,1684530966088,30.25
828,1684530094187,30.5
829,1684529803449,31.0
830,1684528931265,30.5
831,1684528640806,30.75
832,1684528350293,30.5
833,1684528060575,31.0
834,1684527767349,30.25
835,1684527185022,30.5
836,1684526605666,31.0
837,1684525733858,30.5
838,1684525443222,30.0
839,1684525153181,30.5
840,1684524862341,30.75
841,1684524570778,30.25
842,1684524280952,31.0
843,1684523987723,30.5
844,1684523698709,30.25
845,1684523402146,30.5
846,1684523111653,30.25
847,1684522530529,30.5
848,1684522239689,30.25
849,1684521948984,30.0
850,1684521659235,30.25
851,1684521365576,30.0
852,1684521074760,29.75
853,1684520785274,30.25
854,1684520491699,29.75
855,1684519910500,30.0
856,1684519327546,29.75
857,1684519036729,28.75
858,1684518745991,29.25
859,1684518455050,28.75
860,1684518164340,28.25
861,1684517873544,28.5
862,1684517583026,28.75
863,1684516709393,29.0
864,1684515834892,28.75
865,1684515544534,29.0
866,1684514963293,28.75
867,1684514672758,29.0
868,1684514382167,28.75
869,1684513798644,28.5
870,1684513508289,28.25
871,1684513216701,28.5
872,1684512927856,28.25
873,1684512637409,28.0
874,1684512346816,28.25
875,1684512056323,27.75
876,1684511766368,28.0
877,1684511474754,28.5
878,1684511183960,28.25
879,1684510893655,28.0
880,1684510603254,28.25
881,1684510312789,27.5
882,1684510022079,28.0
883,1684509731532,27.75
884,1684509441811,28.0
885,1684509147590,27.75
886,1684508857950,27.5
887,1684508569283,27.0
888,1684507987731,27.25
889,1684507406801,27.0
890,1684507116049,26.5
891,1684506535702,27.0
892,1684506242640,26.25
893,1684505953065,26.75
894,1684505659014,26.25
895,1684505370271,26.5
896,1684505079734,26.0
897,1684504789163,26.5
898,1684504498430,26.25
899,1684503920292,25.5
900,1684503031004,25.75
901,1684502450030,25.25
902,1684501869642,25.0
903,1684501576281,25.25
904,1684500704688,25.5
905,1684500414125,25.25
906,1684499543417,25.0
907,1684499249921,25.25
908,1684498959438,25.0
909,1684498669699,24.75
910,1684498376508,24.0
911,1684498085983,24.5
912,1684497795359,24.25
913,1684497504843,24.0
914,1684496923380,24.25
915,1684496052784,24.5
916,1684495759360,24.25
917,1684494885792,24.5
918,1684494595305,24.75
919,1684494014204,24.5
920,1684493723499,24.25
921,1684493142285,25.0
922,1684492851505,24.5
923,1684492561066,24.25
924,1684491980007,24.75
925,1684491689413,24.25
926,1684491398927,24.5
927,1684491108367,24.0
928,1684490818012,24.5
929,1684490527308,25.0
930,1684490238289,24.5
931,1684489942909,24.75
932,1684489358890,24.5
933,1684489068154,24.75
934,1684488777645,24.0
935,1684488487104,25.0
936,1684488196382,24.75
937,1684487905685,24.5
938,1684487615311,24.75
939,1684487324710,25.0
940,1684487034299,24.75
941,1684486743873,24.5
942,1684486453303,25.0
943,1684485873374,25.25
944,1684485579988,25.0
945,1684485289227,25.5
946,1684484998576,24.75
947,1684484708151,25.5
948,1684484417412,25.25
949,1684484127894,24.75
950,1684483834297,25.25
951,1684483543725,25.5
952,1684483253072,25.0
953,1684482672092,25.5
954,1684482090904,25.25
955,1684481509650,25.5
956,1684481219178,25.25
957,1684480928615,25.5
958,1684480637905,25.75
959,1684480347248,25.5
960,1684480056772,26.0
961,1684479765928,25.25
962,1684479475579,26.0
963,1684479185157,25.5
964,1684478894714,25.75
965,1684478603998,26.0
966,1684478313428,26.25
967,1684478022663,25.5
968,1684477441794,25.75
969,1684476279307,26.0
970,1684475988764,26.5
971,1684475698084,26.0
972,1684474826401,26.25
973,1684474536033,26.0
974,1684474245340,25.75
975,1684473954836,26.0
976,1684473664219,26.25
977,1684473082674,26.5
978,1684472501395,26.0
979,1684471921189,26.25
980,1684471628070,26.0
981,1684471337431,26.25
982,1684471046784,26.5
983,1684470756322,26.0
984,1684470175031,26.5
985,1684469884577,26.25
986,1684469593956,26.5
987,1684469012720,26.25
988,1684468722311,26.5
989,1684468431868,26.75
990,1684468141238,26.25
991,1684467850679,27.0
992,1684467559864,27.25
993,1684467269269,26.5
994,1684466688027,27.0
995,1684466397587,26.5
996,1684466106963,26.25
997,1684465816280,26.75
998,1684465525538,27.0
999,1684465235020,26.75
1000,1684464945519,26.5
1001,1684464361046,27.0
1002,1684464070576,27.25
1003,1684463779959,26.75
1004,1684463489503,27.25
1005,1684463199071,26.75
1006,1684462908679,27.0
1007,1684462618217,27.5
1008,1684462327472,26.75
1009,1684461163416,27.5
1010,1684460582109,27.75
1011,1684460001112,28.0
1012,1684459130346,28.25
1013,1684458836883,28.5
1014,1684458546205,28.25
1015,1684458255581,27.75
1016,1684457965004,28.25
1017,1684457383602,28.5
1018,1684457092962,28.75
1019,1684456802332,28.5
1020,1684456512591,28.75
1021,1684456219569,28.5
1022,1684455638357,28.25
1023,1684455348342,29.0
1024,1684455058050,28.75
1025,1684454765138,29.0
1026,1684454474583,28.75
1027,1684454185003,29.0
1028,1684453892471,29.25
1029,1684453598717,29.5
1030,1684453017428,29.75
1031,1684452727793,30.0
1032,1684452434648,30.25
1033,1684452144148,29.75
1034,1684451854374,30.25
1035,1684450980087,30.5
1036,1684450108281,30.75
1037,1684449817652,30.5
1038,1684449234823,31.0
1039,1684448944207,31.25
1040,1684448363138,31.0
1041,1684448072576,31.25
1042,1684447781815,31.5
1043,1684447491231,31.75
1044,1684447201927,32.0
1045,1684446908414,31.75
1046,1684445452674,32.25
1047,1684445159736,32.5
1048,1684444869286,32.75
1049,1684443995434,32.25
1050,1684443705051,32.5
1051,1684443414151,32.0
1052,1684443123560,32.5
1053,1684442542316,33.0
1054,1684442253087,32.5
1055,1684441667804,32.25
1056,1684441380024,31.75
1057,1684440494754,32.0
1058,1684440206376,31.75
1059,1684439625539,32.25
1060,1684439337137,32.5
1061,1684438456820,32.75
1062,1684438166086,32.0
1063,1684437875579,32.5
1064,1684437290557,32.0
1065,1684436997016,31.75
1066,1684436706787,31.25
1067,1684436416151,31.75
1068,1684436126142,31.5
1069,1684435832899,31.0
1070,1684435542372,31.5
1071,1684435251596,31.25
1072,1684434961131,30.75
1073,1684434670365,31.0
1074,1684434380022,30.75
1075,1684434088278,30.25
1076,1684433797787,30.5
1077,1684433506901,30.75
1078,1684432925990,30.5
1079,1684432051460,30.0
1080,1684431761796,29.5
1081,1684431469371,30.25
1082,1684431175540,29.5
1083,1684430884719,29.25
1084,1684430594286,29.75
1085,1684430303736,29.0
1086,1684430013131,29.5
1087,1684429722477,29.25
1088,1684429431810,28.5
1089,1684429141397,29.25
1090,1684428559834,29.0
1091,1684428269576,28.75
1092,1684427979106,28.5
1093,1684427108417,28.75
1094,1684426815017,28.5
1095,1684426524575,28.25
1096,1684426234258,28.0
1097,1684425943556,27.75
1098,1684425652946,28.0
1099,1684425362570,27.75
1100,1684424490620,27.5
1101,1684424200170,27.0
1102,1684423909671,27.25
1103,1684423618995,26.5
1104,1684423036185,26.25
1105,1684422748656,26.5
1106,1684422444085,26.25
1107,1684421861627,26.0
1108,1684421281202,25.75
1109,1684420987684,25.5
1110,1684420406829,25.25
1111,1684420117666,25.0
1112,1684419823049,24.5
1113,1684419243862,25.0
1114,1684418953208,24.25
1115,1684418373091,24.0
1116,1684418079873,24.25
1117,1684416623363,23.75
1118,1684416332626,23.25
1119,1684416042027,23.0
1120,1684415751815,23.75
1121,1684415461336,23.5
1122,1684415172004,23.75
1123,1684414588030,23.25
1124,1684414297481,22.75
1125,1684413425831,23.0
1126,1684413134301,22.75
1127,1684412847463,23.0
1128,1684412551223,22.75
1129,1684412260684,23.0
1130,1684411970022,22.0
1131,1684411679574,22.5
1132,1684411388987,22.0
1133,1684410808588,22.5
1134,1684410517211,21.75
1135,1684409646796,22.75
1136,1684409356236,22.25
1137,1684409065779,22.5
1138,1684408776631,23.0
1139,1684408482970,22.75
1140,1684407900223,22.5
1141,1684407609559,22.75
1142,1684407028520,22.25
1143,1684406737968,22.5
1144,1684406448758,22.75
1145,1684406155199,23.0
1146,1684405864765,23.25
1147,1684405575290,23.0
1148,1684405281694,22.5
1149,1684404701006,23.0
1150,1684404120109,22.5
1151,1684403829551,23.25
